name,brand,model,battery_capacity,screen_size,touch_screen,resolution_x,resolution_y,processor,ram,internal_storage,rear_camera,front_camera,operating_system,wi_fi,bluetooth,gps,number_of_sims,3g,4g_lte,price
Micromax Canvas Spark,Micromax,Canvas Spark,2000,4.7,Yes,540,960,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,5999
Microsoft Lumia 540 Dual SIM,Microsoft,Lumia 540 Dual SIM,2200,5,Yes,720,1280,4,1000,8,8,5,Windows,Yes,Yes,Yes,2,Yes,No,7000
HTC One M9+,HTC,One M9+,2840,5.2,Yes,1440,2560,8,2000,16,20,4,Android,Yes,Yes,Yes,1,Yes,Yes,11000
Intex Aqua Speed HD,Intex,Aqua Speed HD,1700,4.7,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,No,2,Yes,No,7500
Karbonn Titanium Mach Two S360,Karbonn,Titanium Mach Two S360,1900,5,Yes,720,1280,8,1000,8,8,8,Android,Yes,Yes,Yes,2,Yes,No,7800
BlackBerry Leap,BlackBerry,Leap,2800,5,Yes,720,1280,2,2000,16,8,2,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,7200
Asus ZenFone C (ZC451CG),Asus,ZenFone C (ZC451CG),2100,4.5,Yes,480,854,2,1000,8,5,0.3,Android,Yes,Yes,No,2,Yes,No,5499
Lava Iris X8,Lava,Iris X8,2500,5,Yes,720,1280,8,1000,8,8,3,Android,Yes,Yes,Yes,2,Yes,No,8500
Gionee Pioneer P6,Gionee,Pioneer P6,1950,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4150
Karbonn Machone Titanium S310,Karbonn,Machone Titanium S310,1800,4.7,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,7000
Micromax Canvas Hue,Micromax,Canvas Hue,3000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,5599
BlackBerry Classic,BlackBerry,Classic,2515,3.5,Yes,720,720,2,2000,16,8,2,BlackBerry,Yes,Yes,Yes,1,Yes,No,13899
Intex Aqua Power,Intex,Aqua Power,4000,5,Yes,480,854,8,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,4500
Gionee Marathon M3,Gionee,Marathon M3,5000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,3490
Honor Holly,Honor,Holly,2000,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,5999
Gionee Elife S5.1,Gionee,Elife S5.1,2050,4.8,Yes,720,1280,8,1000,16,8,5,Android,Yes,Yes,Yes,1,Yes,No,5499
HTC Desire 816G,HTC,Desire 816G,2600,5.5,Yes,720,1280,4,1000,8,13,5,Android,Yes,Yes,Yes,2,Yes,No,21990
Lenovo Vibe X2,Lenovo,Vibe X2,2300,5,Yes,1080,1920,8,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,17499
ZTE V5,ZTE,V5,2400,5,Yes,720,1280,4,1000,4,13,5,Android,Yes,Yes,Yes,2,Yes,No,3399
Xolo Play 8X-1100,Xolo,Play 8X-1100,2100,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,5888
LG G3 Stylus,LG,G3 Stylus,3000,5.5,Yes,540,960,4,1000,8,13,1.3,Android,Yes,Yes,Yes,2,Yes,No,10490
iBall Andi 5K Panther,iBall,Andi 5K Panther,1900,5,Yes,540,960,8,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,3199
HTC Desire 616 Dual SIM,HTC,Desire 616 Dual SIM,2000,5,Yes,720,1280,8,1000,4,8,2,Android,Yes,Yes,Yes,2,Yes,No,7999
LG G3 Beat,LG,G3 Beat,2540,5,Yes,720,1280,4,1000,8,8,1.3,Android,Yes,Yes,Yes,1,Yes,Yes,5999
Xolo Win Q900s,Xolo,Win Q900s,1800,4.7,Yes,720,1280,4,1000,8,8,2,Windows,Yes,Yes,Yes,2,Yes,No,4495
Sony Xperia T3,Sony,Xperia T3,2500,5.3,Yes,720,1280,4,1000,8,8,1.1,Android,Yes,Yes,Yes,1,Yes,Yes,18490
Micromax Unite 2,Micromax,Unite 2,2000,4.7,Yes,480,800,4,1000,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,8999
Lava Iris X1,Lava,Iris X1,1800,4.5,Yes,480,854,4,1000,4,8,2,Android,Yes,Yes,Yes,2,Yes,No,3632
BlackBerry Z3,BlackBerry,Z3,2500,5,Yes,540,960,2,1000,8,5,1.1,BlackBerry,Yes,Yes,Yes,1,Yes,No,19000
Lava Iris Pro 20,Lava,Iris Pro 20,2000,4.7,Yes,540,960,4,1000,4,8,0.3,Android,Yes,Yes,Yes,2,Yes,No,5040
LG L90 Dual,LG,L90 Dual,2540,4.7,Yes,540,960,4,1000,8,8,0.3,Android,Yes,Yes,Yes,2,Yes,No,3299
Karbonn Titanium Octane Plus,Karbonn,Titanium Octane Plus,2000,5,Yes,1080,1920,8,2000,16,16,8,Android,Yes,Yes,Yes,2,Yes,No,12494
Lenovo S860,Lenovo,S860,4000,5.3,Yes,720,1280,4,2000,16,8,1.5,Android,Yes,Yes,Yes,2,Yes,No,18748
Micromax Canvas Turbo Mini,Micromax,Canvas Turbo Mini,1800,4.69,Yes,720,1280,4,1000,4,8,5,Android,Yes,Yes,Yes,2,Yes,No,6495
Intex Aqua Octa,Intex,Aqua Octa,2300,6,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,16818
Xolo Q3000,Xolo,Q3000,4000,5.7,Yes,1080,1920,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,18138
Gionee Pioneer P3,Gionee,Pioneer P3,1700,4.3,Yes,480,800,4,512,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,7494
Nokia Lumia 525,Nokia,Lumia 525,1430,4,Yes,480,800,2,1000,8,5,0,Windows,Yes,Yes,Yes,1,Yes,No,7500
Xolo Q2000,Xolo,Q2000,2600,5.5,Yes,720,1280,4,1000,8,13,2,Android,Yes,Yes,Yes,2,Yes,No,14534
Micromax Canvas Turbo,Micromax,Canvas Turbo,2000,5,Yes,1080,1920,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,17490
Nokia Lumia 1320,Nokia,Lumia 1320,3400,6,Yes,720,1280,2,1000,8,5,0.3,Windows,Yes,Yes,Yes,1,Yes,Yes,9960
LG G Pro Lite,LG,G Pro Lite,3140,5.5,Yes,540,960,2,1000,8,8,1.3,Android,Yes,Yes,Yes,2,Yes,No,5899
BlackBerry Z30,BlackBerry,Z30,2880,5,Yes,720,1280,2,2000,16,8,2,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,8300
HTC Desire 500,HTC,Desire 500,1800,4.3,Yes,480,800,4,1000,4,8,1.6,Android,Yes,Yes,Yes,2,Yes,No,19000
Nokia Lumia 625,Nokia,Lumia 625,2000,4.7,Yes,480,800,2,512,8,5,0.3,Windows,Yes,Yes,Yes,1,Yes,Yes,4999
Xolo Play T1000,Xolo,Play T1000,2000,4.7,Yes,720,1280,4,1000,4,8,2,Android,Yes,Yes,Yes,1,Yes,No,14153
Gionee Elife E3,Gionee,Elife E3,1800,4.7,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,6499
Samsung Galaxy S4 Zoom,Samsung,Galaxy S4 Zoom,2330,4.3,Yes,560,960,2,1000,8,16,1.9,Android,Yes,Yes,Yes,1,Yes,Yes,15990
HTC Desire 600,HTC,Desire 600,1860,4.5,Yes,540,960,4,1000,8,8,1.6,Android,Yes,Yes,Yes,2,Yes,No,22500
Samsung Galaxy Pocket,Samsung,Galaxy Pocket,1200,2.8,Yes,240,320,1,289,3,2,0,Android,Yes,Yes,Yes,1,Yes,No,3190
Samsung Galaxy Grand Duos,Samsung,Galaxy Grand Duos,2100,5,Yes,480,800,2,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,No,8999
Nokia Asha 501,Nokia,Asha 501,1200,3,Yes,240,320,1,64,0.128,3.2,0,Cyanogen,Yes,Yes,No,2,No,No,4999
Nokia Lumia 610,Nokia,Lumia 610,1300,3.7,Yes,480,800,1,256,8,5,0,Windows,Yes,Yes,Yes,1,Yes,No,4990
Nokia Lumia 520,Nokia,Lumia 520,1430,4,Yes,480,800,2,512,8,5,0,Windows,Yes,Yes,Yes,1,Yes,No,3850
LG Optimus L3 II Dual,LG,Optimus L3 II Dual,1540,3.2,Yes,240,320,1,512,4,3,0,Android,Yes,Yes,Yes,2,Yes,No,1999
BlackBerry Curve 9220,BlackBerry,Curve 9220,1450,2.44,No,240,320,1,512,0.512,2,0,BlackBerry,Yes,Yes,No,1,No,No,6999
Coolpad Cool 5,Coolpad,Cool 5,4000,6.22,Yes,720,1520,8,4000,64,13,16,Android,Yes,Yes,Yes,1,No,No,6999
Innelo 1,iVoomi,Innelo 1,3000,5.86,Yes,720,1520,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Mobiistar XQ Dual,Mobiistar,XQ Dual,3000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,5199
Comio X1 Note,Comio,X1 Note,2900,6,Yes,1080,2160,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6300
Intex Aqua Lions N1,Intex,Aqua Lions N1,1400,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2590
Karbonn A40 Indian,Karbonn,A40 Indian,1400,4,Yes,480,800,4,1000,8,2,0.3,Android,Yes,Yes,No,2,Yes,Yes,3250
Videocon Metal Pro 2,Videocon,Metal Pro 2,2000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999
iVoomi Me 1+,iVoomi,Me 1+,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499
iVoomi Me 1,iVoomi,Me 1,3000,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Asus ZenFone Live,Asus,ZenFone Live,2650,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4599
Intex Aqua Crystal,Intex,Aqua Crystal,2100,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6000
Alcatel Pixi 4 (5),Alcatel,Pixi 4 (5),2000,5,Yes,480,854,1,1000,8,8,5,Android,Yes,No,Yes,2,Yes,Yes,2999
Reach Allure,Reach,Allure,2600,5.5,Yes,540,960,4,1000,8,10,5,Android,Yes,Yes,Yes,2,Yes,No,2699
Karbonn Quattro L52,Karbonn,Quattro L52,2250,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8649
InFocus Bingo 10,InFocus,Bingo 10,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,3199
HTC Desire 626 Dual SIM,HTC,Desire 626 Dual SIM,2000,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5499
Intex Aqua Trend,Intex,Aqua Trend,3000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4444
HTC Desire 310,HTC,Desire 310,2000,4.5,Yes,480,854,4,512,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2699
Xolo Q1000 Opus,Xolo,Q1000 Opus,2000,5,Yes,480,854,4,1000,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,9499
BlackBerry 9720,BlackBerry,9720,1450,2.8,Yes,360,480,1,512,0.512,5,0,BlackBerry,Yes,Yes,Yes,1,Yes,No,7500
Zen Cinemax 3,Zen,Cinemax 3,2900,5.5,Yes,480,854,4,2000,16,5,3.2,Android,Yes,Yes,Yes,2,Yes,No,3299
Samsung Galaxy S20+,Samsung,Galaxy S20+,4500,6.7,Yes,1440,3200,8,8000,128,12,10,Android,Yes,Yes,Yes,2,Yes,Yes,73999
Samsung Galaxy S20 Ultra,Samsung,Galaxy S20 Ultra,5000,6.9,Yes,1440,3200,8,12000,128,108,40,Android,Yes,Yes,Yes,2,Yes,Yes,92999
Redmi 8A Dual,Xiaomi,Redmi 8A Dual,5000,6.22,Yes,720,1520,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499
Lava Z53,Lava,Z53,4120,6.1,Yes,600,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4829
Samsung Galaxy Z Flip,Samsung,Galaxy Z Flip,3300,6.7,Yes,1080,2636,8,8000,256,12,10,Android,Yes,Yes,Yes,1,No,No,174990
Samsung Galaxy S20,Samsung,Galaxy S20,4000,6.2,Yes,1440,3200,8,8000,128,12,10,Android,Yes,Yes,Yes,2,Yes,Yes,66999
Lava Z71,Lava,Z71,3200,5.7,Yes,720,1520,8,2000,32,13,5,Android,Yes,Yes,Yes,2,No,No,6299
Nokia 2.3,Nokia,2.3,4000,6.2,Yes,720,1520,4,2000,32,13,5,Android,Yes,Yes,No,2,Yes,Yes,7149
Tecno Spark Power,Tecno,Spark Power,6000,6.35,Yes,720,1548,8,4000,64,13,13,Android,Yes,Yes,No,2,Yes,Yes,8499
Vivo Y19,Vivo,Y19,5000,6.53,Yes,1080,2340,8,4000,128,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,13990
Lava Z41,Lava,Z41,2500,5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,No,No,3899
Tecno Camon 12 Air,Tecno,Camon 12 Air,4000,6.55,Yes,720,1600,8,4000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,9960
Micromax iOne Note,Micromax,iOne Note,3950,6.09,Yes,720,1560,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6694
Google Pixel 4 XL,Google,Pixel 4 XL,3700,6.3,Yes,1440,3040,8,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,83900
Google Pixel 4,Google,Pixel 4,2800,5.7,Yes,1080,2280,8,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,69500
Lenovo K10 Plus,Lenovo,K10 Plus,4050,6.22,Yes,720,1520,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,10999
Samsung Galaxy A70s,Samsung,Galaxy A70s,4500,6.7,Yes,1080,2400,8,6000,128,64,32,Android,Yes,Yes,Yes,1,No,No,25999
iPhone 11 Pro,Apple,iPhone 11 Pro,3046,5.8,Yes,1125,2436,6,4000,64,12,12,iOS,Yes,Yes,Yes,2,Yes,Yes,96900
Samsung Galaxy A20s,Samsung,Galaxy A20s,4000,6.5,Yes,720,1560,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,10999
Oppo Reno 2F,Oppo,Reno 2F,4000,6.53,Yes,1080,2340,8,8000,128,48,16,Android,Yes,Yes,No,1,No,No,20900
Samsung Galaxy A30s,Samsung,Galaxy A30s,4000,6.4,Yes,720,1560,8,4000,64,25,16,Android,Yes,Yes,Yes,2,Yes,Yes,13980
Lava Z93,Lava,Z93,3500,6.22,Yes,720,1520,8,3000,32,13,8,Android,Yes,Yes,Yes,2,No,No,8099
HTC Wildfire X,HTC,Wildfire X,3300,6.22,Yes,720,1520,8,3000,32,12,8,Android,Yes,Yes,No,2,Yes,Yes,7999
Samsung Galaxy A10s,Samsung,Galaxy A10s,4000,6.2,Yes,720,1520,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8499
Huawei Mate 30 Pro,Huawei,Mate 30 Pro,4500,6.53,Yes,1176,2400,8,8000,128,40,32,Android,Yes,Yes,Yes,2,Yes,Yes,77299
Samsung Galaxy Note 10,Samsung,Galaxy Note 10,3500,6.3,Yes,1080,2280,8,8000,256,12,10,Android,Yes,Yes,Yes,2,Yes,Yes,69999
Tecno Phantom 9,Tecno,Phantom 9,3500,6.4,Yes,1080,2340,8,6000,128,16,32,Android,Yes,Yes,Yes,2,Yes,Yes,12999
LG W30 Pro,LG,W30 Pro,4050,6.22,Yes,720,1520,8,4000,64,13,16,Android,Yes,Yes,No,2,Yes,Yes,12480
Vivo Y12,Vivo,Y12,5000,6.35,Yes,720,1544,8,3000,64,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,9550
Itel A46,Itel,A46,2400,5.45,Yes,720,1440,8,2000,16,8,5,Android,No,No,No,1,No,No,4450
Huawei Y9 Prime 2019,Huawei,Y9 Prime 2019,4000,6.59,Yes,1080,2340,8,4000,128,16,16,Android,Yes,Yes,No,2,Yes,Yes,14450
Samsung Galaxy A80,Samsung,Galaxy A80,3700,6.7,Yes,1080,2400,8,8000,128,48,0,Android,Yes,Yes,Yes,2,Yes,Yes,35990
Oppo Reno,Oppo,Reno,3765,6.4,Yes,1080,2340,8,8000,128,48,16,Android,Yes,Yes,Yes,2,Yes,Yes,26990
Samsung Galaxy A2 Core,Samsung,Galaxy A2 Core,2600,5,Yes,540,960,8,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5290
Samsung Galaxy A20,Samsung,Galaxy A20,4000,6.4,Yes,720,1560,8,3000,32,13,8,Android,Yes,Yes,No,1,No,No,9900
Vivo Y91i,Vivo,Y91i,4030,6.22,Yes,720,1520,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6799
Panasonic Eluga Ray 800,Panasonic,Eluga Ray 800,4000,5.5,Yes,1080,1920,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,6488
Lava Z40,Lava,Z40,2250,4,Yes,400,800,4,1000,8,2,2,Android,Yes,Yes,Yes,2,Yes,Yes,3499
Samsung Galaxy Fold,Samsung,Galaxy Fold,4380,7.3,Yes,1536,2152,8,12000,512,16,10,Android,Yes,Yes,Yes,2,Yes,Yes,164999
Gionee F205 Pro,Gionee,F205 Pro,3000,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,1,No,No,4488
Tecno Camon iAce 2X,Tecno,Camon iAce 2X,3050,5.5,Yes,720,1440,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5899
Tecno Camon iAce 2,Tecno,Camon iAce 2,3050,5.5,Yes,720,1440,4,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5199
Coolpad Cool 3,Coolpad,Cool 3,3000,5.71,Yes,720,1520,8,3000,32,8,5,Android,Yes,Yes,No,2,No,No,4649
Vivo Y91,Vivo,Y91,4030,6.22,Yes,720,1520,8,2000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,8349
Itel A44 Air,Itel,A44 Air,2400,5.45,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3751
Oppo R15 Pro,Oppo,R15 Pro,3400,6.28,Yes,1080,2280,8,6000,128,20,20,Android,Yes,Yes,Yes,2,Yes,Yes,14299
10.or G2,10.or,G2,5000,6.18,Yes,1080,2246,8,4000,64,16,12,Android,Yes,Yes,Yes,2,Yes,Yes,7999
Xolo Era 4X,Xolo,Era 4X,3000,5.45,Yes,720,1440,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Micromax Infinity N11,Micromax,Infinity N11,4000,6.19,Yes,720,1500,8,2000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5899
Tambo TA-3,Tambo,TA-3,2100,4.95,Yes,480,960,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3790
Tambo TA-2,Tambo,TA-2,2500,5,Yes,480,854,8,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3400
Meizu M6T,Meizu,M6T,3300,5.7,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,8999
Meizu C9,Meizu,C9,3000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,3539
Motorola Moto G7 Power,Motorola,Moto G7 Power,5000,6.2,Yes,720,1520,8,3000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,10870
Motorola Moto G7,Motorola,Moto G7,3000,6.2,Yes,1080,2270,8,4000,64,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,8961
Itel A44 Power,Itel,A44 Power,4000,5.45,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3990
Vivo Y95,Vivo,Y95,4030,6.22,Yes,720,1520,8,4000,64,13,20,Android,Yes,Yes,Yes,1,No,No,10499
Lava Z81,Lava,Z81,3000,5.7,Yes,720,1440,4,2000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Vivo Y93,Vivo,Y93,4030,6.2,Yes,720,1580,8,3000,64,13,8,Android,Yes,Yes,Yes,1,No,No,9950
Micromax Bharat 5 Infinity Edition,Micromax,Bharat 5 Infinity Edition,5000,5.45,Yes,720,1440,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4699
Micromax Spark Go,Micromax,Spark Go,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3099
Panasonic Eluga Z1 Pro,Panasonic,Eluga Z1 Pro,4000,6.19,Yes,720,1500,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,8490
Panasonic Eluga Z1,Panasonic,Eluga Z1,4000,6.19,Yes,720,1500,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,6990
Panasonic Eluga Ray 530,Panasonic,Eluga Ray 530,3000,5.7,Yes,720,1440,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Razer Phone 2,Razer,Phone 2,4000,5.72,Yes,1440,2560,8,8000,64,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,54990
iVoomi Z1,iVoomi,Z1,2800,5.67,Yes,720,1498,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4490
Panasonic Eluga X1,Panasonic,Eluga X1,3000,6.18,Yes,1080,2246,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8899
Intex Staari 11,Intex,Staari 11,2400,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999
iVoomi iPro,iVoomi,iPro,2000,4.95,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999
Vivo V11,Vivo,V11,3315,6.3,Yes,1080,2340,8,6000,64,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,14229
Motorola One,Motorola,One,3000,5.9,Yes,720,1440,8,4000,64,13,8,Android,Yes,Yes,No,1,No,No,9490
HTC U12 Life,HTC,U12 Life,3600,6,Yes,1080,2160,8,4000,64,16,13,Android,Yes,Yes,Yes,2,No,No,12990
Yu Ace,Yu,Ace,4000,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,3999
Homtom H5,Homtom,H5,3300,5.5,Yes,720,1440,8,3000,32,16,8,Android,Yes,Yes,No,2,Yes,Yes,4840
Homtom H3,Homtom,H3,3500,5.5,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,4900
Homtom H1,Homtom,H1,3000,5.5,Yes,640,1280,8,2000,16,13,8,Android,Yes,Yes,No,2,Yes,Yes,3749
Lava Z60s,Lava,Z60s,2500,5,Yes,720,1080,4,1000,16,5,5,Android,Yes,Yes,Yes,1,No,No,4890
Itel A22 Pro,Itel,A22 Pro,2400,5,Yes,480,960,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4350
Itel A45,Itel,A45,2700,5.45,Yes,720,1440,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Samsung Galaxy A8 Star,Samsung,Galaxy A8 Star,3700,6.28,Yes,1880,2220,8,6000,64,16,24,Android,Yes,Yes,Yes,2,No,No,20800
Vivo Y83 Pro,Vivo,Y83 Pro,3260,6.22,Yes,720,1520,8,4000,64,13,8,Android,Yes,Yes,Yes,1,No,No,13950
Tecno Camon iSky 2,Tecno,Camon iSky 2,3050,5.5,Yes,720,1440,4,2000,16,13,13,Android,Yes,Yes,No,2,Yes,Yes,5899
Tecno Camon iACE,Tecno,Camon iACE,3050,5.5,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,No,2,Yes,Yes,4599
Oppo R17,Oppo,R17,3500,6.4,Yes,1080,2280,8,8000,128,16,25,Android,Yes,Yes,Yes,1,No,No,17990
Meizu 16,Meizu,16,3010,6,Yes,1080,2160,8,6000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,19490
BlackBerry Evolve,BlackBerry,Evolve,4000,5.99,Yes,1080,2160,8,4000,64,13,16,Android,Yes,Yes,Yes,1,No,No,13999
Samsung Galaxy On8 (2018),Samsung,Galaxy On8 (2018),3500,6,Yes,720,1480,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,19990
Tecno Camon iTwin,Tecno,Camon iTwin,4000,6,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Vivo Y71i,Vivo,Y71i,3285,6,Yes,720,1440,4,2000,16,8,5,Android,No,Yes,No,1,No,No,7500
Alcatel 5V,Alcatel,5V,4000,6.2,Yes,720,1500,8,3000,32,12,8,Android,Yes,Yes,Yes,1,No,No,12999
Intex Infie 33,Intex,Infie 33,3000,5.34,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499
Intex Infie 3,Intex,Infie 3,2000,4.95,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3450
Oppo A3s,Oppo,A3s,4230,6.2,Yes,720,1520,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,7450
Oppo A5,Oppo,A5,4230,6.2,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8990
Vivo Z10,Vivo,Z10,3225,6,Yes,720,1440,8,4000,32,16,24,Android,Yes,Yes,Yes,1,No,No,7994
Samsung Galaxy On6,Samsung,Galaxy On6,3000,5.6,Yes,720,1480,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,17600
Alcatel 1,Alcatel,1,2000,5,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,3499
Vivo Y81,Vivo,Y81,3260,6.22,Yes,720,1520,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9790
Panasonic P90,Panasonic,P90,2400,5,Yes,720,1280,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3899
Lephone Dazen 6A,Lephone,Dazen 6A,3000,5.7,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,1,No,No,7900
Comio C1 Pro,Comio,C1 Pro,2500,5,Yes,720,1440,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6499
iVoomi V5,iVoomi,V5,2800,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999
LG Q Stylus+,LG,Q Stylus+,3300,6.2,Yes,1080,2160,8,4000,64,16,5,Android,Yes,Yes,Yes,1,No,No,16999
LG Q Stylus,LG,Q Stylus,3300,6.2,Yes,1080,2160,8,3000,32,16,5,Android,Yes,Yes,Yes,1,No,No,14999
Lenovo A5,Lenovo,A5,4000,5.45,Yes,720,1440,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,5300
Nokia 3.1,Nokia,3.1,2990,5.2,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,5994
